customer_id,first_name,last_name,country,age,gender,income_level,Winning_percentage,Days_Since_Last_Bet,Active_Days,Total_Number_of_Bets,Total_Amount_Wagered,Average_Bet_Amount,Number_of_Bonuses_Received,Amount_of_Bonuses_Received,Revenue_from_Bonuses,Increase_in_Bets_After_Bonus,Increase_in_wagering_after_Bonus,Should_Receive_Bonus
1074,Angel,Stein,Afghanistan,19,Female,139434,73,39,90,11,47657,747,93,984,4963,500,49961,1
6487,Cody,Knight,Sierra Leone,53,Male,124201,57,23,235,50,85054,979,100,1000,5000,500,50000,1
5402,Robert,Meza,Saint Vincent and the Grenadines,46,Female,103037,17,26,285,47,90209,989,100,1000,5000,500,50000,1
2465,Larry,Mcdonald,Morocco,28,Male,146447,48,1,336,15,55842,832,97,994,4985,500,49992,1
3388,Jeffrey,Alvarez,Andorra,76,Female,53022,50,12,314,38,96802,995,100,1000,5000,500,50000,1
5609,Cynthia,Munoz,Nicaragua,74,Male,60929,11,24,213,49,86606,983,100,1000,5000,500,50000,1
6942,Sharon,Baldwin,Mongolia,39,Female,144171,46,11,104,24,86330,985,100,1000,5000,500,50000,1
1415,Beth,Singh,Sri Lanka,79,Female,28552,73,7,278,36,93795,999,100,1000,5000,500,50000,0
6293,Lee,Oliver,Tuvalu,62,Female,56786,74,27,199,47,89740,988,100,1000,5000,500,50000,1
6548,Robert,Wagner,Wallis and Futuna,52,Female,43777,76,15,184,44,93553,993,100,1000,5000,500,50000,1
2677,Steven,Miller,Slovakia (Slovak Republic),76,Male,35593,67,8,191,37,94556,998,100,1000,5000,500,50000,0
9151,Angela,Jones,Togo,78,Female,67773,53,35,285,39,94868,997,100,1000,5000,500,50000,1
5261,George,Torres,Montserrat,49,Female,49662,58,20,264,49,86658,983,100,1000,5000,500,50000,1
8316,Steven,Carpenter,Belize,58,Female,61008,14,31,119,31,96187,994,100,1000,5000,500,50000,0
8621,Jacob,Mays,Haiti,80,Female,141244,43,14,90,23,85722,982,100,1000,5000,500,50000,1
3059,Christopher,Hall,Faroe Islands,30,Female,53467,40,31,307,41,95916,994,100,1000,5000,500,50000,1
9815,William,House,Tanzania,46,Male,97046,35,34,285,40,94736,996,100,1000,5000,500,50000,1
1027,Michael,Knox,Barbados,80,Female,97634,33,35,351,28,91369,994,100,1000,5000,500,50000,1
9909,Adam,Ramos,Korea,78,Male,40674,5,36,307,35,94944,998,100,1000,5000,500,50000,0
6420,Stephen,Holland,Israel,71,Male,76126,63,34,90,19,75660,951,99,1000,4999,500,50000,1
4600,Gloria,Adams,Tonga,49,Male,34084,55,35,278,40,94501,997,100,1000,5000,500,50000,1
1286,Jeffrey,Miller,Ecuador,75,Female,107912,37,3,358,14,56607,836,97,994,4986,500,49993,1
5838,Michelle,Robles,Belgium,22,Male,148634,11,37,213,38,93911,999,100,1000,5000,500,50000,0
4044,Katelyn,Sanders,Tuvalu,27,Female,79179,20,11,199,41,94236,996,100,1000,5000,500,50000,0
2428,Melissa,Morris,Sierra Leone,55,Female,22288,75,25,343,38,99500,990,100,1000,5000,500,50000,1
3688,Isaac,Rodriguez,Norway,42,Male,124567,38,17,170,43,94920,993,100,1000,5000,500,50000,1
5098,Dennis,Smith,Belgium,65,Female,140851,72,33,220,44,92383,994,100,1000,5000,500,50000,1
5070,Melvin,Frank,Saint Kitts and Nevis,57,Female,95663,72,15,104,28,94220,992,100,1000,5000,500,50000,1
6544,Susan,Harper,Solomon Islands,31,Female,99147,64,1,213,24,78182,973,100,1000,5000,500,50000,1
7656,Matthew,Ward,Dominican Republic,43,Female,135966,12,20,314,44,95266,992,100,1000,5000,500,50000,1
2387,Kathleen,Holmes,Bulgaria,28,Female,41544,5,22,300,46,92287,990,100,1000,5000,500,50000,1
6084,Daniel,Mendoza,Malta,78,Male,42701,51,33,271,43,93196,995,100,1000,5000,500,50000,1
6055,John,Schmidt,Belarus,30,Female,29349,65,29,293,45,92986,992,100,1000,5000,500,50000,1
4762,Tammie,Brewer,Bangladesh,72,Male,103933,30,25,191,47,90028,988,100,1000,5000,500,50000,1
8291,Debra,Silva,Kenya,42,Female,93783,68,33,329,35,96998,995,100,1000,5000,500,50000,1
4506,Andrea,Johnson,Seychelles,40,Male,57050,53,17,351,35,99370,991,100,1000,5000,500,50000,1
9909,Adam,Ramos,Korea,78,Male,40674,13,11,351,30,94202,995,100,1000,5000,500,50000,0
3052,Jennifer,Gomez,Greece,59,Male,114649,40,32,97,23,86663,985,100,1000,5000,500,50000,1
7534,Rachel,Harris,Congo,47,Male,137757,23,36,191,37,94739,998,100,1000,5000,500,50000,0
1108,Elizabeth,Brown,Costa Rica,77,Male,37791,24,39,358,20,73558,946,99,1000,4999,500,50000,1
8202,Brenda,Cook,Romania,80,Male,53342,47,33,199,42,93851,995,100,1000,5000,500,50000,1
4627,Kathy,Nichols,Dominican Republic,46,Male,76819,42,31,314,40,96715,994,100,1000,5000,500,50000,1
6684,Ashley,Glass,Montenegro,50,Female,140162,48,1,133,13,50051,778,95,988,4972,500,49977,1
6054,Jonathan,Smith,Taiwan,39,Male,126024,70,18,307,44,94381,992,100,1000,5000,500,50000,1
4314,Carrie,Lindsey,Pakistan,36,Male,96433,43,3,322,22,76661,964,100,1000,5000,500,50000,1
9662,Kathy,Harvey,Hungary,33,Male,117331,57,37,285,36,94186,999,100,1000,5000,500,50000,1
5551,Dawn,Welch,Guernsey,46,Male,54085,29,39,97,13,55495,823,96,993,4983,500,49990,1
9936,Misty,Brown,Luxembourg,37,Male,24678,26,10,329,33,95635,997,100,1000,5000,500,50000,0
4110,Edwin,Herman,Afghanistan,26,Female,116781,18,5,104,14,58215,846,97,995,4988,500,49994,1
3454,Patricia,Simpson,Mauritania,41,Female,69934,30,39,278,33,91993,1000,100,1000,5000,500,50000,0
6199,David,Christian,Equatorial Guinea,41,Male,88674,13,23,271,49,87246,984,100,1000,5000,500,50000,1
6417,Nancy,Smith,Korea,60,Male,141730,5,20,358,35,99853,990,100,1000,5000,500,50000,1
4127,Benjamin,Snow,Bouvet Island (Bouvetoya),27,Female,31945,37,22,184,47,91086,989,100,1000,5000,500,50000,1
5438,Krystal,Martin,Czech Republic,32,Female,68162,27,34,329,34,96196,996,100,1000,5000,500,50000,1
2260,Linda,Donovan,French Southern Territories,35,Female,71787,13,19,264,49,87050,984,100,1000,5000,500,50000,1
1215,Jacob,Rogers,Dominican Republic,69,Female,58614,49,34,351,29,93434,995,100,1000,5000,500,50000,1
5540,Adam,Fletcher,Aruba,19,Female,99487,60,29,329,39,98067,993,100,1000,5000,500,50000,1
3929,Matthew,Daniels,Norfolk Island,38,Female,52573,28,26,191,47,90391,989,100,1000,5000,500,50000,1
6420,Stephen,Holland,Israel,71,Male,76126,43,35,336,31,94270,997,100,1000,5000,500,50000,1
7992,Danielle,Terry,Finland,36,Male,23638,63,29,90,24,88696,987,100,1000,5000,500,50000,1
3000,James,Wilson,British Indian Ocean Territory (Chagos Archipelago),68,Male,97835,48,26,271,48,88052,986,100,1000,5000,500,50000,1
4168,Jon,Harper,Angola,63,Male,50702,62,1,126,11,44184,716,92,978,4952,500,49940,1
7601,Kenneth,Simmons,French Polynesia,18,Male,69793,24,22,285,48,89556,988,100,1000,5000,500,50000,1
8921,Kenneth,Hart,Korea,53,Male,92256,59,22,104,30,98028,991,100,1000,5000,500,50000,1
4600,Gloria,Adams,Tonga,49,Male,34084,47,37,126,25,85316,986,100,1000,5000,500,50000,1
9815,William,House,Tanzania,46,Male,97046,15,39,351,21,77553,964,100,1000,5000,500,50000,1
5879,Matthew,Bates,Gibraltar,36,Female,115535,67,23,300,46,92247,990,100,1000,5000,500,50000,1
5705,Abigail,Lloyd,Iraq,57,Female,101795,52,31,206,45,91789,993,100,1000,5000,500,50000,1
3418,Aaron,Lee,Gabon,41,Female,35213,36,27,256,49,87185,984,100,1000,5000,500,50000,1
3670,Jaime,Nelson,Australia,47,Female,30710,79,12,329,36,97307,995,100,1000,5000,500,50000,1
4456,Michael,Williams,Guinea-Bissau,55,Female,66887,28,4,293,29,87309,995,100,1000,5000,500,50000,0
5059,Gregory,Hicks,Myanmar,45,Male,142941,75,40,97,11,47921,751,93,984,4964,500,49963,1
2584,Antonio,Salazar,Solomon Islands,44,Female,140403,34,39,358,20,73558,946,99,1000,4999,500,50000,1
4413,Cindy,Mahoney,South Georgia and the South Sandwich Islands,22,Female,107186,12,25,184,46,91339,990,100,1000,5000,500,50000,1
9873,Dana,Green,Haiti,52,Male,108859,68,33,358,29,93503,994,100,1000,5000,500,50000,1
8099,Carolyn,Gutierrez,China,47,Female,87016,13,40,235,33,90923,1000,100,1000,5000,500,50000,0
1056,Richard,Cook,Benin,18,Female,96297,11,1,343,13,50855,786,95,989,4974,500,49980,1
7885,Scott,Garcia,Mauritania,69,Male,116537,69,26,329,41,97887,992,100,1000,5000,500,50000,1
5153,Tina,Cunningham,Micronesia,38,Male,135659,31,19,177,45,92907,991,100,1000,5000,500,50000,1
7219,Antonio,Miller,Guernsey,65,Female,59748,25,18,365,32,98642,991,100,1000,5000,500,50000,1
1215,Jacob,Rogers,Dominican Republic,69,Female,58614,50,19,343,38,99488,990,100,1000,5000,500,50000,1
5642,Neil,Larson,Marshall Islands,59,Male,38231,13,39,307,30,89949,997,100,1000,5000,500,50000,0
3049,David,Cross,Belgium,75,Female,114620,7,10,141,32,94822,996,100,1000,5000,500,50000,0
6978,Pamela,Williams,Slovenia,57,Female,100549,62,27,256,49,87185,984,100,1000,5000,500,50000,1
2584,Antonio,Salazar,Solomon Islands,44,Female,140403,50,12,133,32,96543,995,100,1000,5000,500,50000,0
5978,Timothy,Griffin,Finland,32,Male,73990,45,31,235,46,90111,991,100,1000,5000,500,50000,1
3052,Jennifer,Gomez,Greece,59,Male,114649,40,22,242,50,85097,979,100,1000,5000,500,50000,1
2584,Antonio,Salazar,Solomon Islands,44,Female,140403,36,24,162,44,95389,992,100,1000,5000,500,50000,1
1345,Brian,Jackson,Comoros,43,Female,124803,37,28,307,43,94844,993,100,1000,5000,500,50000,1
6537,James,Rodriguez,Grenada,38,Female,87218,79,13,141,35,97814,994,100,1000,5000,500,50000,1
8889,Samantha,Lewis,Rwanda,52,Female,87523,29,26,264,49,87218,984,100,1000,5000,500,50000,1
4762,Tammie,Brewer,Bangladesh,72,Male,103933,13,26,213,49,87330,984,100,1000,5000,500,50000,1
1610,Denise,Harris,Burundi,60,Male,131130,30,14,329,38,97994,993,100,1000,5000,500,50000,1
2385,Eric,Hudson,Madagascar,30,Male,83708,16,33,278,42,93762,995,100,1000,5000,500,50000,0
9228,Melissa,Dudley,Cuba,63,Female,101360,17,23,213,49,86490,982,100,1000,5000,500,50000,1
8921,Kenneth,Hart,Korea,53,Male,92256,31,22,249,50,85315,980,100,1000,5000,500,50000,1
6292,James,Yates,Cayman Islands,51,Female,44422,68,24,336,40,98780,991,100,1000,5000,500,50000,1
3972,Brandon,Smith,Eritrea,69,Female,28145,34,6,133,24,82195,980,100,1000,5000,500,50000,1
7992,Danielle,Terry,Finland,36,Male,23638,64,25,220,49,86202,982,100,1000,5000,500,50000,1
8408,Rachel,Lopez,Denmark,62,Female,135028,65,16,343,36,99056,992,100,1000,5000,500,50000,1
4018,Jason,Cain,Cyprus,36,Male,68970,31,26,228,49,86197,982,100,1000,5000,500,50000,1
2006,James,Adams,French Polynesia,43,Female,101286,9,3,264,29,86606,995,100,1000,5000,500,50000,0
7423,Jonathan,Rodriguez,Myanmar,26,Female,26379,70,20,293,47,91055,989,100,1000,5000,500,50000,1
5802,Johnny,Fisher,Turkmenistan,52,Female,69590,38,23,126,36,100000,990,100,1000,5000,500,50000,1
8921,Kenneth,Hart,Korea,53,Male,92256,72,6,170,30,90878,998,100,1000,5000,500,50000,0
7528,Julia,Cabrera,Equatorial Guinea,26,Male,81334,62,32,119,30,94865,994,100,1000,5000,500,50000,1
7027,Jill,Hicks,Argentina,36,Male,80942,19,2,365,10,41303,681,89,970,4937,500,49904,1
6609,David,Stevens,Korea,60,Male,20162,34,25,177,46,92721,991,100,1000,5000,500,50000,1
6177,Thomas,Ramsey,Ireland,76,Male,72668,23,39,343,23,80867,976,100,1000,5000,500,50000,1
3450,Brooke,Wright,Norfolk Island,62,Female,22489,22,30,97,25,90730,990,100,1000,5000,500,50000,1
6293,Lee,Oliver,Tuvalu,62,Female,56786,5,23,256,50,85704,981,100,1000,5000,500,50000,1
5525,Emily,White,Fiji,40,Female,126295,53,25,264,49,86774,983,100,1000,5000,500,50000,1
4269,Christopher,James,Iraq,64,Female,110706,50,12,256,44,92096,994,100,1000,5000,500,50000,1
5705,Abigail,Lloyd,Iraq,57,Female,101795,27,13,293,42,94523,994,100,1000,5000,500,50000,0
6134,Katelyn,Williamson,Denmark,32,Female,69538,8,26,264,49,87218,984,100,1000,5000,500,50000,1
6253,Susan,Delgado,Mayotte,32,Male,73104,18,14,351,33,97800,993,100,1000,5000,500,50000,0
8273,Michelle,Rivera,Macao,30,Female,73841,14,26,213,49,87330,984,100,1000,5000,500,50000,1
1480,Sheila,Leon,Saint Kitts and Nevis,51,Female,141408,56,22,133,38,99632,990,100,1000,5000,500,50000,1
6297,Zachary,Hayes,Jordan,49,Female,121590,50,28,126,35,99171,991,100,1000,5000,500,50000,1
1056,Richard,Cook,Benin,18,Female,96297,39,15,307,42,95510,993,100,1000,5000,500,50000,1
3682,Corey,Arias,Turks and Caicos Islands,74,Male,20021,19,8,184,36,94612,998,100,1000,5000,500,50000,0
8834,Benjamin,Marshall,China,53,Female,71015,16,12,191,42,94376,995,100,1000,5000,500,50000,0
1140,Zachary,Coleman,Ireland,50,Male,109312,8,12,351,31,95708,995,100,1000,5000,500,50000,0
3391,Benjamin,Bailey,Norfolk Island,70,Female,140276,15,22,220,50,85848,981,100,1000,5000,500,50000,1
6558,Elizabeth,Davila,Nicaragua,57,Female,131775,14,9,365,23,84290,982,100,1000,5000,500,50000,1
9873,Dana,Green,Haiti,52,Male,108859,74,8,351,26,87103,990,100,1000,5000,500,50000,1
8294,David,Kelly,Macao,59,Male,42361,28,3,249,29,87127,996,100,1000,5000,500,50000,0
6942,Sharon,Baldwin,Mongolia,39,Female,144171,17,31,170,41,96041,994,100,1000,5000,500,50000,0
6822,Mary,Arnold,Antigua and Barbuda,19,Female,40305,13,25,97,28,95650,991,100,1000,5000,500,50000,0
6429,Renee,Ford,Korea,52,Female,112294,10,30,336,37,98420,993,100,1000,5000,500,50000,1
7373,Ronald,Cain,Micronesia,54,Female,108086,77,2,307,22,75806,961,100,1000,5000,500,50000,1
3113,Amy,Garcia,Maldives,77,Female,89647,17,39,358,20,73558,946,99,1000,4999,500,50000,1
9390,Bill,Chambers,Slovakia (Slovak Republic),23,Male,79232,62,15,97,26,91404,990,100,1000,5000,500,50000,1
9089,Melissa,Willis,Mauritius,40,Female,24289,49,31,365,29,94776,994,100,1000,5000,500,50000,1
6590,John,Jacobson,Comoros,78,Male,71672,39,1,256,25,78821,975,100,1000,5000,500,50000,1
8950,Joanna,Peters,Jordan,73,Male,85469,56,31,220,46,90645,991,100,1000,5000,500,50000,1
3973,Charles,Gonzales,Reunion,77,Female,108530,68,12,271,43,93008,994,100,1000,5000,500,50000,1
8385,Nicole,Smith,Ghana,57,Female,30112,39,15,97,26,91404,990,100,1000,5000,500,50000,1
3836,Christopher,Anderson,Rwanda,45,Male,28584,36,27,206,48,88746,987,100,1000,5000,500,50000,1
5261,Brandon,Johnson,Congo,18,Female,133428,57,32,184,42,94754,995,100,1000,5000,500,50000,1
2081,Amy,White,Tanzania,72,Male,63663,46,12,278,43,93610,995,100,1000,5000,500,50000,1
3221,John,Lopez,Turks and Caicos Islands,37,Female,37536,15,40,249,33,90883,1000,100,1000,5000,500,50000,0
7761,Seth,Richardson,Canada,75,Female,73214,47,30,264,46,90180,990,100,1000,5000,500,50000,1
5260,Crystal,Wilson,New Caledonia,55,Female,26903,14,33,242,44,91950,994,100,1000,5000,500,50000,1
8195,David,Powell,Cyprus,41,Female,104742,66,7,228,37,93625,999,100,1000,5000,500,50000,0
4002,Sarah,Newman,Australia,32,Female,21330,25,31,264,45,91065,992,100,1000,5000,500,50000,1
9151,Angela,Jones,Togo,78,Female,67773,44,14,278,45,92194,993,100,1000,5000,500,50000,1
2530,Jacob,Cline,Peru,67,Male,33004,68,11,206,42,93723,996,100,1000,5000,500,50000,1
9705,Nathaniel,Cline,Korea,60,Female,101919,49,11,170,38,96298,996,100,1000,5000,500,50000,0
6417,Nancy,Smith,Korea,60,Male,141730,40,4,206,30,89045,998,100,1000,5000,500,50000,0
5609,Cynthia,Munoz,Nicaragua,74,Male,60929,45,29,206,47,90167,990,100,1000,5000,500,50000,1
5540,Adam,Fletcher,Aruba,19,Female,99487,30,11,271,42,93652,996,100,1000,5000,500,50000,0
8591,Kyle,York,Sierra Leone,52,Male,144557,36,32,90,21,82232,974,100,1000,5000,500,50000,1
1207,Sydney,Davis,Mexico,49,Female,89759,30,16,235,48,87905,986,100,1000,5000,500,50000,1
3826,Tyrone,Friedman,Fiji,73,Female,127759,37,28,300,44,93626,992,100,1000,5000,500,50000,1
5378,Charles,Hernandez,Saint Martin,37,Male,117495,48,10,256,42,93490,996,100,1000,5000,500,50000,0
3678,Kevin,Wilson,Dominica,58,Male,21215,65,35,199,40,94556,997,100,1000,5000,500,50000,1
9096,Kathryn,Gentry,Sweden,73,Female,119217,49,4,285,29,88078,996,100,1000,5000,500,50000,0
8591,Kyle,York,Sierra Leone,52,Male,144557,61,23,199,48,88470,986,100,1000,5000,500,50000,1
9080,Julie,White,Congo,65,Male,119315,17,8,126,25,86712,989,100,1000,5000,500,50000,0
6234,Elizabeth,Medina,Aruba,52,Male,28100,37,7,307,32,92971,999,100,1000,5000,500,50000,0
8048,Dominic,Johnson,Gabon,67,Female,140945,34,17,293,46,92249,991,100,1000,5000,500,50000,1
9518,Rebecca,King,South Georgia and the South Sandwich Islands,53,Male,43067,30,25,300,46,92513,991,100,1000,5000,500,50000,1
1622,Phillip,Henson,Madagascar,19,Male,49789,74,3,285,27,84749,991,100,1000,5000,500,50000,1
5324,Megan,Mccarthy,Ukraine,72,Male,148025,38,11,177,39,95860,996,100,1000,5000,500,50000,0
4139,Walter,Berg,Honduras,46,Female,145128,34,16,184,45,92976,992,100,1000,5000,500,50000,1
2436,Jeffrey,Olson,Ireland,50,Female,84312,19,2,365,10,41303,681,89,970,4937,500,49904,1
1910,Kim,Jones,Malta,63,Female,145011,60,9,162,34,95215,997,100,1000,5000,500,50000,0
4269,Christopher,James,Iraq,64,Female,110706,62,15,228,47,89032,988,100,1000,5000,500,50000,1
6894,Kimberly,Nolan,British Virgin Islands,48,Female,117410,16,39,322,27,87529,993,100,1000,5000,500,50000,1
6164,Jennifer,Smith,North Macedonia,48,Female,65378,25,1,119,9,37459,635,86,957,4914,500,49838,1
2816,Nicole,Shaw,Botswana,65,Female,59360,14,31,329,37,97855,994,100,1000,5000,500,50000,1
6896,Joshua,Blanchard,Romania,57,Male,28450,60,6,264,35,92878,1000,100,1000,5000,500,50000,0
6214,Matthew,Hill,Nepal,64,Male,59497,16,22,293,47,90881,989,100,1000,5000,500,50000,1
2816,Nicole,Shaw,Botswana,65,Female,59360,59,14,242,46,89782,990,100,1000,5000,500,50000,1
8532,Tracey,Townsend,Senegal,56,Male,122008,32,4,293,29,87309,995,100,1000,5000,500,50000,0
8936,Debra,Meza,Ukraine,34,Male,29387,41,37,285,36,94186,999,100,1000,5000,500,50000,0
5518,Kelsey,Valenzuela,Maldives,64,Female,57880,25,10,199,40,94580,997,100,1000,5000,500,50000,0
3563,Mathew,Smith,Liechtenstein,56,Male,133684,73,2,199,26,81405,983,100,1000,5000,500,50000,1
6330,Marc,Jordan,Algeria,79,Male,136594,8,23,336,40,98775,991,100,1000,5000,500,50000,1
9705,Nathaniel,Cline,Korea,60,Female,101919,38,34,307,38,96078,996,100,1000,5000,500,50000,1
4146,Heidi,Lee,Comoros,40,Male,95599,41,17,256,48,87659,985,100,1000,5000,500,50000,1
9764,Jose,Smith,Congo,44,Female,95246,26,35,213,41,93875,997,100,1000,5000,500,50000,0
3388,Jeffrey,Alvarez,Andorra,76,Female,53022,42,38,206,35,93345,999,100,1000,5000,500,50000,0
1665,Melissa,Wall,Philippines,39,Male,40269,57,17,322,41,97079,992,100,1000,5000,500,50000,1
4290,James,Collier,Liechtenstein,63,Male,108716,70,34,119,27,91186,993,100,1000,5000,500,50000,1
2592,Anthony,Terry,Trinidad and Tobago,77,Male,70605,6,8,228,39,93874,998,100,1000,5000,500,50000,0
4052,Alice,Reed,Nepal,24,Male,59738,48,16,220,48,88540,987,100,1000,5000,500,50000,1
8273,Michelle,Rivera,Macao,30,Female,73841,23,34,336,33,95690,996,100,1000,5000,500,50000,0
1198,Melissa,Braun,Paraguay,59,Female,144664,53,10,307,37,95959,997,100,1000,5000,500,50000,0
4413,Cindy,Mahoney,South Georgia and the South Sandwich Islands,22,Female,107186,61,40,155,25,83694,986,100,1000,5000,500,50000,1
5838,Michelle,Robles,Belgium,22,Male,148634,15,19,133,38,99559,990,100,1000,5000,500,50000,0
7191,Cynthia,Newman,Puerto Rico,74,Male,139680,25,18,242,49,86334,983,100,1000,5000,500,50000,1
7438,Jennifer,Fischer,Guam,31,Male,47203,18,32,300,41,95410,995,100,1000,5000,500,50000,1
1665,Melissa,Wall,Philippines,39,Male,40269,28,15,336,37,98569,993,100,1000,5000,500,50000,1
8686,Alejandro,Blackburn,Russian Federation,50,Male,135485,9,27,365,32,98424,991,100,1000,5000,500,50000,1
5345,Donna,Hill,Palestinian Territory,46,Female,50705,57,33,307,39,96210,996,100,1000,5000,500,50000,1
9138,Brian,Cox,British Virgin Islands,54,Female,78339,9,14,220,46,90348,991,100,1000,5000,500,50000,1
3055,Julia,Greene,Belarus,59,Male,60455,6,14,155,39,97545,994,100,1000,5000,500,50000,0
7658,Andrew,Mcconnell,Tunisia,41,Female,142810,15,12,162,38,96867,995,100,1000,5000,500,50000,0
6103,Courtney,Gilmore,Bulgaria,21,Female,56079,53,27,112,32,98252,991,100,1000,5000,500,50000,1
9611,Casey,Sampson,Nigeria,80,Female,52116,23,34,249,43,92831,995,100,1000,5000,500,50000,0
5802,Stephanie,Henson,Saudi Arabia,44,Male,85247,5,3,155,22,76278,962,100,1000,5000,500,50000,1
5345,Donna,Hill,Palestinian Territory,46,Female,50705,78,33,314,38,96661,995,100,1000,5000,500,50000,1
1520,Derrick,Clark,Canada,24,Male,112431,14,13,365,28,93923,994,100,1000,5000,500,50000,0
5098,Dennis,Smith,Belgium,65,Female,140851,29,30,170,42,95743,994,100,1000,5000,500,50000,0
5579,Ann,Harding,Tunisia,42,Male,23694,65,8,322,32,93406,998,100,1000,5000,500,50000,1
9214,Elizabeth,Barry,Uruguay,62,Male,22283,74,3,351,16,61993,879,98,997,4993,500,49998,1
7080,Lacey,Nichols,Portugal,49,Female,46011,68,37,271,37,94011,999,100,1000,5000,500,50000,1
5857,Grant,Macdonald,Philippines,42,Female,128870,23,13,97,24,87637,986,100,1000,5000,500,50000,1
8889,Samantha,Lewis,Rwanda,52,Female,87523,29,3,184,26,83567,988,100,1000,5000,500,50000,1
9310,Angelica,Montoya,Namibia,70,Male,98403,39,18,220,49,87043,984,100,1000,5000,500,50000,1
9214,Elizabeth,Barry,Uruguay,62,Male,22283,36,37,307,33,93798,999,100,1000,5000,500,50000,0
2266,Laura,Navarro,Reunion,66,Female,77406,37,27,228,49,86817,984,100,1000,5000,500,50000,1
9798,Travis,Mack,Senegal,36,Male,99174,23,22,293,47,90881,989,100,1000,5000,500,50000,1
9705,Nathaniel,Cline,Korea,60,Female,101919,25,32,126,31,96240,994,100,1000,5000,500,50000,0
4398,Jose,Mason,Bulgaria,21,Female,80451,54,2,90,3,12734,254,44,628,4036,462,46897,1
5260,Sonya,Hughes,Libyan Arab Jamahiriya,41,Male,32122,12,36,104,20,78025,962,99,1000,5000,500,50000,1
5559,Chris,Schmitt,British Indian Ocean Territory (Chagos Archipelago),66,Female,65063,29,10,365,25,87404,988,100,1000,5000,500,50000,1
7500,William,Harris,Cape Verde,74,Female,31463,51,13,112,28,93602,993,100,1000,5000,500,50000,0
1207,Sydney,Davis,Mexico,49,Female,89759,42,1,285,23,75305,961,100,1000,5000,500,50000,1
9705,Nathaniel,Cline,Korea,60,Female,101919,51,39,365,18,68792,920,99,999,4997,500,49999,1
4392,Nicholas,Cruz,Jersey,74,Female,121799,65,35,293,38,95213,997,100,1000,5000,500,50000,1
6134,Katelyn,Williamson,Denmark,32,Female,69538,61,20,119,34,99802,990,100,1000,5000,500,50000,1
1528,Nicole,May,Guernsey,45,Female,114050,68,28,213,48,88617,987,100,1000,5000,500,50000,1
3776,Monica,Powers,Guyana,47,Female,92630,68,1,112,7,29787,532,78,914,4835,498,49560,1
5212,Bradley,Allen,Ukraine,32,Female,87026,67,28,336,38,98748,992,100,1000,5000,500,50000,1
6719,Cody,Wilson,New Caledonia,49,Male,33514,76,8,271,38,94255,998,100,1000,5000,500,50000,1
7859,Dennis,Freeman,Lithuania,52,Male,22975,78,22,300,46,92287,990,100,1000,5000,500,50000,1
2077,Luis,Travis,American Samoa,73,Male,75758,40,30,141,37,98455,993,100,1000,5000,500,50000,1
5345,Donna,Hill,Palestinian Territory,46,Female,50705,15,24,213,49,86606,983,100,1000,5000,500,50000,1
5322,Jacob,Smith,Western Sahara,48,Female,58400,61,39,220,34,92340,1000,100,1000,5000,500,50000,0
9843,Joshua,Lee,Saint Martin,80,Male,47643,38,37,329,30,91531,997,100,1000,5000,500,50000,1
2281,Michael,Rivera,Serbia,28,Male,50248,14,38,256,36,93316,1000,100,1000,5000,500,50000,0
5671,Carol,Kelly,Cocos (Keeling) Islands,57,Female,67431,53,24,112,32,99230,990,100,1000,5000,500,50000,1
1207,Sydney,Davis,Mexico,49,Female,89759,14,6,300,32,91681,999,100,1000,5000,500,50000,0
9038,Richard,Moore,Czech Republic,55,Male,106420,34,17,264,48,88263,986,100,1000,5000,500,50000,1
1207,Sydney,Davis,Mexico,49,Female,89759,14,19,249,49,85968,982,100,1000,5000,500,50000,1
5468,Laura,Morris,Niue,30,Male,134075,65,9,293,37,95151,998,100,1000,5000,500,50000,0
4050,Jessica,Boyd,Bulgaria,57,Female,53494,22,19,300,46,92702,991,100,1000,5000,500,50000,1
7201,James,Chen,Uganda,59,Male,146686,40,40,235,33,90923,1000,100,1000,5000,500,50000,0
2266,Laura,Navarro,Reunion,66,Female,77406,33,2,177,23,77444,968,100,1000,5000,500,50000,1
5345,Donna,Hill,Palestinian Territory,46,Female,50705,51,26,358,34,99558,990,100,1000,5000,500,50000,1
2320,Joseph,Martinez,Madagascar,44,Male,55042,58,33,177,40,95736,996,100,1000,5000,500,50000,1
3049,David,Cross,Belgium,75,Female,114620,78,23,162,44,95339,992,100,1000,5000,500,50000,1
3678,Kevin,Wilson,Dominica,58,Male,21215,63,2,235,27,83749,990,100,1000,5000,500,50000,1
2153,Maria,Kent,Angola,43,Male,101087,40,39,133,23,80414,975,100,1000,5000,500,50000,1
4002,Sarah,Newman,Australia,32,Female,21330,54,17,278,47,89995,989,100,1000,5000,500,50000,1
6751,Nicholas,Davila,Dominican Republic,51,Female,147744,70,19,177,45,92907,991,100,1000,5000,500,50000,1
5588,Tonya,Schmidt,Nigeria,22,Male,43656,62,12,242,44,91690,993,100,1000,5000,500,50000,1
6429,Renee,Ford,Korea,52,Female,112294,15,7,322,30,91407,997,100,1000,5000,500,50000,0
3334,Bryan,Garcia,Bulgaria,51,Male,49970,18,22,235,50,85114,979,100,1000,5000,500,50000,1
4068,Patrick,Smith,Mauritania,57,Male,144049,40,7,213,37,93730,999,100,1000,5000,500,50000,0
