customer_id,customer_name,age,income_level,days_since_last_purchase,active_days,total_number_of_purchases,total_amount_spent,avg_amount_spent,days_since_first_purchase,purchase_frequency,last_purchase_amount,seasonal_purchase_behavior,refunds,location,bonus_amount_received
4761,Joy Best,59,Medium,365,37,1517,62511.88461917229,31.815944961695557,563,0.7315287082493709,2889.763052140705,1,0,Suburban,54.47239425344608
4762,David Lucas,34,High,365,325,1000,33655.23385544554,33.655233855445545,817,0.6785541060576349,2286.228775027503,0,4,Rural,36.82761692772277
4763,Michael Mendez,27,Medium,235,119,2284,33522.06325450752,14.676910356614501,354,1.8129082706548774,1589.3848111408622,0,2,Urban,62.441031627253764
4764,Todd Sandoval,21,High,365,209,1991,14176.875393605436,7.120479856155417,980,1.5382331253111947,1223.4031423617132,0,3,Suburban,46.90843769680272
4765,Megan Jones,48,High,10,139,211,13480.809396233151,49.328888310520995,149,1.0971366497039126,2377.419838163098,1,2,Rural,9.424197716759966
4766,John Smith,50,Low,1,186,927,13227.622640589463,14.269280086935774,46,0.5358924117442483,811.2365833627846,0,5,Urban,25.153811320294732
4767,Andrea May,31,High,1,120,3359,50000.0,14.885382554331647,19,1.1454699099917394,183.86544989631628,0,4,Rural,92.18
4768,George Ryan,32,Low,19,196,838,3763.690649530376,3.467669644009252,215,0.9636911020756598,2234.5652857993637,1,3,Rural,18.21295358083988
4769,Steven Hanson,32,Low,365,263,1607,37768.23330870369,18.145903988748476,715,1.7897886069772815,3800.3054450986124,1,5,Urban,46.7202338549594
4770,Theresa Robinson,53,Medium,365,84,1274,15217.016754032695,11.944283166430687,688,1.6543142835150006,390.4955809080179,0,5,Suburban,33.088508377016346
4771,Vanessa Hughes,18,Medium,365,30,100,2630.2406541080327,20.307819811565743,446,0.9272609373432534,2072.0699179246776,1,5,Suburban,3.015390990578287
4772,Natalie Johnson,18,Low,365,115,2946,7778.354752912065,2.6403105067590174,499,1.8267050267902205,2422.1150517705732,0,0,Urban,62.809177376456034
4773,Susan Carney,47,Low,365,45,1734,50000.0,28.83506343713956,519,0.5007074883816731,615.4813395562927,0,5,Urban,59.68
4774,Paula Price,33,Medium,365,266,2918,2153.1386637456735,0.7378816530999567,905,1.8502953029112483,3646.003236583667,0,3,Rural,59.43656933187284
4775,Beth Brown,58,Medium,143,215,100,11478.435165282419,114.78435165282418,358,1.8004047224354065,3605.495549907371,0,2,Suburban,7.73921758264121
4776,Bradley Compton,50,Medium,300,233,100,46781.216564255315,467.81216564255317,533,1.3806448009338548,4543.826934610021,0,0,Rural,25.39060828212766
4777,Shannon Harrell,45,Medium,84,272,100,17733.906150832234,177.33906150832235,356,1.0907192152427245,2998.073269016402,0,0,Suburban,10.866953075416118
4778,Kim Anderson,58,Medium,232,365,2721,50000.0,18.375597206909223,597,1.5716620580283802,4612.516929504712,0,3,Urban,79.42
4779,Randy Key,64,Medium,365,74,100,26057.469887484378,260.57469887484376,610,0.9527109924294626,4800.335336894207,0,3,Suburban,15.02873494374219
4780,Terri Barr,36,Medium,365,136,372,5550.72279217002,11.520581859339377,591,1.9409486257148625,86.01665569543823,1,2,Rural,9.582828225837124
4781,Daisy Sanchez,36,Low,365,348,3613,50000.0,13.838915029061722,836,0.9649232653389925,1619.1966209417837,0,4,Rural,97.26
4782,Melissa Hutchinson,30,High,232,72,2741,50000.0,18.241517694272165,304,1.6443070377154398,1341.691791460166,0,3,Suburban,79.82
4783,Miss Elizabeth Hicks,39,Low,265,361,100,50000.0,500.0,626,0.8899558034601467,4846.241983456762,0,1,Urban,27.0
4784,Brooke Thomas,55,Medium,365,254,2267,22507.287448885894,9.928225606037007,953,1.7672679745628677,4781.682150780082,0,1,Rural,56.59364372444295
4785,Gregory Gray,41,High,365,116,100,18562.250389083805,143.3172419451156,836,1.1554715846998422,675.63138511384,1,0,Urban,9.165862097255781
4786,Jennifer Hernandez,46,Low,365,356,2658,14098.944457317095,4.095429348886463,919,1.3084660097393537,3634.1527217641715,1,4,Suburban,58.602825604670116
4787,Adrienne Ramirez,20,High,365,257,720,50000.0,69.44444444444444,752,1.1627332779800517,4382.689343211561,0,3,Suburban,39.4
4788,Amanda Christian,23,High,365,277,214,12867.006448433815,46.422824477477,926,1.569261119478941,1844.520437730135,1,3,Suburban,9.24724221909004
4789,Daniel Jacobs,30,Low,1,297,2643,50000.0,18.917896329928112,189,1.6244796029449575,1974.7940126269882,0,3,Suburban,77.86
4790,Samantha Montoya,63,Medium,365,155,266,23918.693736939516,69.42623860465652,771,0.8039853802267025,1562.156260303265,1,4,Urban,14.553689734419319
4791,Stephen Schroeder,46,Low,1,309,3574,64759.30647685907,13.989927252378287,258,0.655581919249774,2740.367379414977,1,4,Rural,96.48
4792,Nicholas Bell,43,High,365,313,2968,41711.239899025575,10.850681563510864,738,1.385433182693633,4137.549167542817,1,2,Rural,75.46241144025012
4793,Mary Young,28,Low,365,114,1873,11834.233169306275,6.318330576244675,658,0.675942760320704,3111.973118823993,0,3,Rural,43.37711658465314
4794,Megan Wallace,20,High,282,166,2348,33160.60100901083,14.12291354727889,448,1.3611898071607793,2577.6443839690687,0,1,Rural,63.54030050450542
4795,Jason Owens,62,High,1,329,100,11727.43385725136,90.54632063919657,311,1.4944152355469649,1535.203462520897,1,4,Suburban,6.5273160319598285
4796,Mary Olsen,39,Medium,293,79,586,64759.30647685907,85.32423208191126,372,1.9501801174816018,4728.424521980722,1,3,Rural,36.72
4797,Matthew Gray,35,High,365,328,1835,49033.20327129869,20.631082353027253,847,0.8430554575190907,3590.2877215063727,1,3,Rural,55.6290180589025
4798,Roberto Davis,46,Medium,365,220,3504,11632.20598670497,2.563101482983525,800,1.6229472780601215,4014.2331200300205,1,5,Suburban,74.57055379818713
4799,Anne Simmons,36,Medium,365,324,100,50000.0,500.0,941,1.5017141269485608,4352.91351970563,0,0,Rural,27.0
4800,Daniel Young,39,Low,213,212,1012,30188.35847229564,29.830393747327708,425,0.6829756951506114,2973.545703353407,0,5,Suburban,35.33417923614782
4801,Sarah Banks,52,Low,1,267,100,43361.903925092614,334.7928373861404,235,1.757951236840535,1429.1026309961303,1,2,Suburban,18.73964186930702
4802,Anthony Rogers,54,Medium,365,237,473,37564.35354679564,61.31723937691045,976,0.9429538578789385,965.5851224012162,1,2,Suburban,23.961527112639324
4803,Gail Kelly,68,High,1,290,845,3420.410739616216,3.1252831297220593,181,0.5292155998074782,1101.6691938462457,1,1,Urban,18.220432122307567
4804,Hayley Davis,32,Medium,217,168,745,36171.41246986185,48.55223150317026,385,0.8280267694615753,2233.989636482894,0,3,Rural,32.98570623493092
4805,Joseph Jones,36,Medium,1,181,1301,19704.848298964345,15.145924903124016,155,1.944846634326939,1145.431610890378,0,4,Urban,35.87242414948217
4806,Jessica Cruz,65,Medium,1,189,2008,7844.543687739894,3.016280960493812,155,1.6089080715055788,4802.798951791594,1,5,Rural,43.18834608433579
4807,Nancy Wood,55,Medium,1,259,3695,20250.60869198777,5.480543624353929,107,1.084806074645519,3500.7292190908292,0,1,Urban,84.02530434599389
4808,Tanner Stokes,31,Low,365,143,104,1430.886074340993,13.758519945586471,717,0.5813716667541597,4111.155866104473,0,2,Urban,2.7954430371704966
4809,Patricia Glenn,62,Medium,365,141,3712,39223.8792703099,10.566777820665383,903,0.8649972886498734,1471.821745761195,0,3,Rural,93.85193963515495
4810,Keith Dickerson,69,Medium,45,251,1169,50000.0,42.7715996578272,296,1.0449262655644476,1773.4717672302068,0,3,Urban,48.379999999999995
4811,Bradley Sanchez,38,Medium,82,271,3309,64759.30647685907,15.11030522816561,353,1.6257023699938102,4496.646697852019,1,1,Rural,91.18
4812,Jillian Lopez,44,High,124,208,1791,64759.30647685907,27.917364600781685,332,1.324165035661483,4111.423189449868,1,5,Rural,60.82
4813,Christopher Robertson,50,Medium,365,59,3344,2893.055655264294,0.6679721180902242,967,1.0363236654691588,2470.733352945653,1,3,Suburban,67.99684938144685
4814,Kevin Griffith,38,Low,365,53,1591,16560.383007433393,8.036519678032287,856,1.3133007901329963,3013.406652368358,1,1,Rural,38.21305140387469
4815,Tracy Wilson,25,Medium,10,310,2317,6699.780565676887,2.891575557046563,320,1.2050895630020388,2605.2957806906793,0,4,Urban,49.68989028283845
4816,Bryan Kim,30,Low,365,101,1454,32395.1746982532,17.202189794232705,712,1.7799365272175862,2895.8838630357927,1,5,Urban,41.58599198040718
4817,Kelly Johnson DDS,43,Low,129,285,2042,50000.0,24.48579823702253,414,0.8868440416487959,1590.59924364523,0,2,Suburban,65.84
4818,Vanessa Rich,42,Medium,56,239,2931,30572.204752968886,8.053390467402131,295,1.1055360143240498,3525.717672156967,1,2,Rural,70.42224372997782
4819,Julian Young,50,High,365,70,100,30438.64752618258,235.01369287408485,847,1.6012869784607717,1468.5088410196947,1,4,Rural,13.750684643704242
4820,Angel Pennington,31,High,1,195,2071,15938.722897876514,7.696148188255197,122,0.825054125218916,3292.4325496565098,0,2,Suburban,49.38936144893826
4821,Christopher Sanford,27,Medium,225,348,100,41720.07232792272,322.11642308762885,573,1.6210152091926795,3478.627975595586,1,1,Suburban,18.10582115438144
4822,Natalie Daniels,33,High,365,243,2303,64759.30647685907,21.710811984368217,819,1.3714706317540184,1633.661288910172,1,2,Suburban,71.06
4823,Vanessa Smith,42,Medium,183,207,449,50000.0,111.35857461024499,390,0.6026715377560693,4661.608226896161,0,3,Rural,33.980000000000004
4824,Jenna Smith,31,Medium,365,106,4560,17540.279289973692,2.969883932625144,816,1.498162435737995,3412.806211864019,1,4,Suburban,97.97133536638533
4825,Annette Moore,38,Medium,365,54,1679,50000.0,29.779630732578916,886,0.5339099035714748,1742.0908365159962,0,0,Suburban,58.58
4826,Kimberly Malone,18,High,337,233,1228,62309.896289375305,39.176576040466415,570,0.5822780567712347,4069.689158834842,1,0,Rural,48.61441768884638
4827,Teresa Schwartz MD,46,Low,365,106,376,11301.241354071823,23.20631164703508,747,1.4477775286958676,3852.0921556808994,1,2,Suburban,11.882786589642595
4828,Mrs. Leslie Davis,35,Low,365,329,100,37066.46977403318,286.186432426345,894,0.9904891117822522,2007.036833502954,1,3,Urban,16.30932162131725
4829,Daniel Robbins,53,High,365,244,100,31382.4066011268,313.82406601126803,675,0.9913946220313861,3635.84353017778,0,3,Rural,17.6912033005634
4830,Tiffany Willis,68,Medium,365,46,100,4330.079798917377,33.432104468758304,870,0.6346671699615769,840.0166873330592,1,3,Urban,3.671605223437915
4831,Valerie Torres,62,High,2,221,861,14083.805151852104,16.357497272766672,223,1.6545317094999321,2172.9306487479125,0,3,Rural,24.26190257592605
4832,Christopher Brown,18,Low,365,341,824,7536.319292851896,9.146018559286281,975,1.3025550579544611,2341.3698208657956,0,3,Urban,20.248159646425947
4833,Andrea Charles,69,Low,220,88,118,3070.1392634012773,26.01812935085828,308,1.5880400629146356,1737.6111933315594,0,0,Rural,3.895069631700639
4834,Erin Campbell,48,Medium,365,122,2554,16448.42774749161,4.972460177551887,864,1.068293210350086,545.1266408773317,1,5,Suburban,57.42983164673376
4835,Nicole Rodriguez,31,Low,362,111,1586,728.919934817007,0.459596428005679,473,0.6482862775988799,2910.308725384795,0,1,Urban,32.084459967408506
4836,Laura Rivers,39,High,180,192,2421,22447.134541574353,9.27184408986962,372,0.8151358131092059,1389.2328054271115,0,3,Rural,59.64356727078718
4837,Mary Pham,64,Medium,365,100,100,50000.0,500.0,812,1.6924484103974495,227.06734821941288,0,0,Suburban,27.0
4838,Brenda Lawson,56,Medium,365,159,100,17412.60239222696,174.1260239222696,682,1.5712109546255002,2603.3774618883194,0,2,Urban,10.70630119611348
4839,Eileen Frazier,18,Low,365,340,100,8208.411239719968,63.37630594185827,732,1.626073508340761,3042.082148463273,1,1,Suburban,5.168815297092914
4840,Adam Irwin,39,Medium,365,315,100,40136.31133727789,309.8883660190223,897,1.5292659160477595,4316.165892837603,1,2,Suburban,17.494418300951118
4841,Olivia Villanueva,18,Medium,301,164,1913,50000.0,26.136957658128594,465,1.132377545254559,2994.905554443872,0,5,Rural,63.26
4842,Jessica Houston,25,Low,365,291,3020,61423.534655736,15.703471722203622,980,1.1807200057072984,4321.430347636943,1,2,Urban,84.11224230052747
4843,John Hicks,28,High,189,349,3017,22854.553911244646,5.848779570239788,538,0.7685451037390356,1135.8244789429264,1,5,Urban,69.16288398170673
4844,Alexander Hansen,22,Medium,365,241,2856,50000.0,17.50700280112045,980,0.5019672299146116,3736.3723133806575,0,3,Rural,82.12
4845,Kelly Sheppard,53,Medium,365,33,100,16439.603807229025,126.9285041919304,914,0.9011982905617152,3039.611504127756,1,2,Suburban,8.346425209596521
4846,Laurie Gregory,57,Low,213,32,2769,9456.68821019192,3.4151997869959985,245,0.7818823960277133,246.23433255884856,0,1,Rural,60.108344105095966
4847,Christopher Alvarez,43,Low,365,233,100,26043.419758154938,260.43419758154937,719,1.595154993810187,2531.4420249215386,0,5,Rural,15.02170987907747
4848,Heather Patrick,18,Low,93,279,100,57289.30797769723,442.32490351150415,372,1.5520778905036396,1793.0302792381535,1,4,Suburban,24.11624517557521
4849,Jonathan Stephenson,39,High,365,75,285,28042.589307748472,75.96981465342473,675,1.5645741890483809,1241.2998694422622,1,5,Rural,16.525698588113027
4850,Benjamin Page,64,Medium,135,317,100,50000.0,500.0,452,0.8483550349342691,3505.6190466722505,0,0,Suburban,27.0
4851,Brian Mcclain,35,Low,365,303,100,18441.174426736416,142.38242678931513,706,1.3843104978287561,4924.885357402725,1,0,Urban,9.119121339465757
4852,Jacob Alexander,70,Low,1,365,2873,18847.079338238007,5.06496265957551,336,1.195895126228213,3761.2739977858705,1,3,Suburban,64.73581886048022
4853,Spencer Sanchez,47,Low,365,342,100,2825.1709851912824,21.812857015391465,995,0.8904472584036438,1534.37936545567,1,5,Suburban,3.0906428507695733
4854,Tommy Hernandez,47,Medium,365,71,938,47334.97375492646,38.96252711064413,752,0.986868594321963,1173.9778010078903,1,5,Suburban,37.0334252148921
4855,William Tran,48,High,1,332,100,31792.852746743258,317.92852746743256,238,1.603866237649259,792.3734411644781,0,1,Suburban,17.896426373371632
4856,Laura Kramer,28,Low,341,226,399,50000.0,125.31328320802005,567,0.9997037333703966,2291.5672814413215,0,3,Suburban,32.980000000000004
4857,Edward Robinson,51,Medium,365,365,1620,50000.0,30.864197530864196,743,1.0357369510966712,2227.1913625273983,0,3,Rural,57.4
4858,Jonathan George,34,Low,1,181,183,29792.06023190981,125.69478597021677,100,0.7643266500684387,2343.3135991604286,1,0,Rural,15.161072916274835
4859,Michael Hernandez,50,Low,36,239,1324,64759.30647685907,37.764350453172206,275,1.2726878364766054,2551.370439319121,1,2,Suburban,51.480000000000004
4860,Donna Lynn,54,High,365,73,100,50000.0,500.0,995,1.6581321471537336,2519.5126285217602,0,4,Suburban,27.0
4861,Tammy Spence,31,Medium,365,30,2389,2709.912369204061,0.8758039764537981,466,1.4941945454101608,3897.338086172914,1,4,Suburban,48.82614784987406
4862,Dana Howell,70,High,1,288,100,27234.163611468823,272.34163611468824,58,0.6277426535691832,2834.019151425007,0,5,Suburban,15.617081805734413
4863,Stephen Williams,61,Low,1,296,2293,9361.56584984402,3.152189056579777,296,0.9454665699814152,3670.7357625461673,1,3,Rural,49.47398475336871
4864,Bianca Ramsey,40,Medium,365,354,2005,64759.30647685907,24.93765586034913,842,1.603364466835122,2959.8124853092677,1,3,Rural,65.1
4865,William Spencer,46,High,200,243,100,15421.06856373748,154.2106856373748,443,0.5708202190765175,4434.486990091914,0,0,Urban,9.71053428186874
4866,Dawn Moore,18,High,365,45,353,50000.0,141.643059490085,421,1.3048200491446493,4168.665062104311,0,2,Suburban,32.06
4867,Curtis Taylor,56,Low,213,110,1940,668.6823940725453,0.266125183530428,323,0.9639857087045296,627.1539831242546,1,1,Rural,39.05814142802452
4868,Tiffany Reed,40,High,365,189,1072,1731.653406343433,1.2471939669320953,718,1.5949144690869277,4199.740065383037,1,3,Urban,22.108495966275605
4869,Donna Weaver,31,Low,365,220,1381,50000.0,36.205648081100655,916,1.656837136759838,2198.489048308637,0,0,Suburban,52.620000000000005
4870,Eric Casey,20,Medium,225,194,100,12865.582300152584,128.65582300152585,419,1.0204416167205426,2056.8844784628427,0,5,Urban,8.432791150076293
4871,Margaret Barber DVM,35,High,1,186,2404,23534.549891289134,7.558563196254285,156,1.2507061404614117,3835.10118824903,1,2,Urban,57.16539296189765
4872,Zachary Estrada,27,Medium,1,335,1838,50000.0,27.20348204570185,81,1.9009379037336882,2483.1907713296428,0,4,Suburban,61.76
4873,Craig Rios,35,Medium,33,262,100,64759.30647685907,500.0,295,0.8233196262298973,4363.809255214901,1,2,Rural,27.0
4874,Christine Dean,34,Medium,241,258,2343,32787.279172875955,13.993717103233442,499,1.1962211732440704,3722.612147539781,0,2,Urban,63.25363958643798
4875,Andrew Sherman,39,Low,1,220,525,13994.181963639225,26.65558469264614,219,0.9899789165075616,4518.831408537788,0,0,Rural,17.497090981819614
4876,Francisco Conley,52,High,365,45,100,64759.30647685907,500.0,999,1.2737828643434175,2226.606202995076,1,3,Urban,27.0
4877,Michael Webster,33,High,365,77,1940,4741.18404909084,2.443909303655072,889,1.9677343810902654,2775.1449907303304,0,5,Suburban,41.17059202454543
4878,Carrie Church,42,Medium,1,347,1972,7964.929298389053,4.039010800400129,241,1.570733445975856,3194.928094021685,0,2,Suburban,43.422464649194524
4879,Anthony Gardner,48,Low,365,45,481,6755.409690249944,14.044510790540425,606,1.0980348617643565,3243.1376148894656,0,4,Suburban,12.997704845124973
4880,Misty Barnes,47,Medium,1,291,1291,6788.842443228138,4.060105349114005,75,0.504556870490203,4911.285853677741,1,1,Rural,28.440798002853093
4881,Michael Wong,37,Medium,29,313,1573,5902.10359391476,3.752131973245238,342,1.1561845782737175,1456.5258862894916,0,1,Urban,34.41105179695738
4882,Christopher Best,25,Low,1,72,2720,15460.086403201127,5.683855295294532,36,1.2277344132117292,604.6195283859827,0,4,Suburban,62.130043201600564
4883,Ashley Lucas,18,Medium,365,136,792,25348.55171787712,24.71131089858766,727,0.6428478083000201,4122.521414187724,1,0,Rural,25.62567911584071
4884,Jennifer Hansen,42,High,365,157,1222,53779.09952543217,33.97896416408852,975,1.4378079385099258,4170.733404748454,1,0,Suburban,45.201147104258084
4885,Ashley Jacobson,62,High,1,196,2471,13182.626584113994,5.334935889969241,34,1.399505853453379,1745.8646969369672,0,1,Rural,56.011313292057
4886,Rodney Ramirez,25,High,365,255,1765,50000.0,28.328611898016998,964,1.1762965310784845,3698.860254620478,0,0,Urban,60.300000000000004
4887,Greg Morris,37,Medium,207,97,672,23418.78144618713,26.90684864307277,304,1.5062325775216179,2332.2139459099985,1,0,Rural,22.480701144072448
4888,Keith Olsen,35,Low,365,199,392,64759.30647685907,127.55102040816327,644,0.9072599096137621,4856.414372304242,1,3,Urban,32.84
4889,Ronald Bentley,31,Low,355,241,100,9513.329149454572,95.13329149454572,596,1.302678233294724,1186.1542694945774,0,1,Rural,6.756664574727286
4890,Joshua Serrano,30,Low,365,352,803,15564.583549465342,19.383043025486106,746,1.6873463585939865,3707.098449719146,0,1,Rural,23.84229177473267
4891,Randall Pham,51,Medium,365,54,1933,35575.99636520156,18.40455062866092,466,1.7295379161997733,2911.438073423539,0,1,Suburban,56.447998182600784
4892,Jason Harmon,18,Low,96,191,100,50000.0,500.0,287,1.7757084233753968,2917.654445701917,0,4,Urban,27.0
4893,Zachary Allen,31,Low,110,35,100,53206.54408621911,410.8022999384019,145,0.8352777057700093,2424.6440087806704,1,4,Rural,22.540114996920096
4894,Elizabeth Gallegos,45,Medium,365,48,100,50000.0,500.0,785,1.6143409296345108,3915.6422547882325,0,4,Suburban,27.0
4895,Terry Lloyd,55,Low,227,53,100,29519.08470289118,295.19084702891183,280,1.170277041189117,1543.856051018506,0,0,Suburban,16.75954235144559
4896,Matthew Allison,35,Low,365,240,3283,12366.659898509759,2.908367947124353,652,1.7721090195394928,2272.738937212285,1,5,Suburban,70.43408598520462
4897,Cheyenne Bryant,18,Low,81,309,1844,31200.047363305734,13.063578273068991,390,0.5958211314838531,3163.1404525972457,1,5,Suburban,48.92461916776961
4898,Joseph Mason,44,Low,365,233,4153,50000.0,12.039489525644113,740,0.5119586305739621,992.224396099388,0,2,Suburban,108.06
4899,Debra Nicholson,31,Low,255,104,100,9022.56354512551,69.66229285013738,359,1.3173045418916844,2604.8823447748873,1,5,Urban,5.4831146425068695
4900,Arthur Larsen,61,Low,365,140,1313,8221.554299975058,6.261655978655794,519,1.6229470266073631,4673.784995313124,0,0,Rural,30.370777149987532
4901,Tracey Savage,56,Medium,1,336,950,64759.30647685907,52.63157894736842,286,1.561709293526985,4996.946116816159,1,5,Urban,44.0
4902,Shelley Hayes,54,Medium,365,351,100,2060.9117843984673,15.912089678839507,730,0.7570682889935321,197.75576953044296,1,2,Urban,2.7956044839419754
4903,Dr. Barbara Clark,38,Low,109,337,4390,11813.631045385362,2.0777184586982744,446,1.384182513251943,3731.9711062337,1,5,Urban,92.36059201684272
4904,Nancy Moore,45,Medium,195,364,1206,42794.252532650404,27.397185645464045,559,1.9730492301728189,1140.0649168100617,1,0,Rural,40.640502944214816
4905,Amanda Taylor,18,High,365,181,100,64759.30647685907,500.0,560,0.7898662103114699,2755.9012113401723,1,0,Suburban,27.0
4906,Thomas Martinez,58,High,76,74,1086,4780.365332724809,3.398592370823614,150,1.8767440510670332,1549.4979936813334,1,2,Suburban,23.56543565735722
4907,Daniel Stone,69,Medium,136,103,100,64759.30647685907,500.0,239,1.3281050063075663,2541.0872434573507,1,5,Urban,27.0
4908,Dana Mccoy,29,Medium,365,43,226,50000.0,221.23893805309734,934,0.7979205284431332,1476.1881812556496,0,3,Rural,29.52
4909,Nicole Morgan,56,Medium,122,166,100,50000.0,500.0,288,1.750142824765411,2089.0144306376264,0,2,Urban,27.0
4910,Gabrielle Cameron,18,Medium,365,159,4366,64759.30647685907,11.452130096197893,785,1.4953379769926634,3473.327849438697,1,1,Urban,112.32000000000001
4911,Kathy Wallace,55,Medium,1,36,203,64759.30647685907,246.30541871921181,18,1.6467213726941097,4901.491192718186,1,1,Urban,29.060000000000002
4912,Erica Cunningham,18,High,365,201,3528,7997.582936499838,1.7502415565964324,809,1.9098909793726382,3373.873417670914,1,2,Urban,73.6474261058361
4913,Michelle Roth,31,Low,1,175,100,37817.241377688006,291.9830634010999,153,1.7649964182653346,1727.0320945567366,1,3,Rural,16.599153170054997
4914,George Kelley,46,Low,1,350,100,10392.454409945658,80.23908049153732,105,1.2450196400724254,3170.596396849148,1,0,Suburban,6.011954024576867
4915,Christopher Costa,40,Medium,1,82,100,2411.5925673703387,24.115925673703387,44,1.2119703648203508,4037.333308055987,0,2,Urban,3.2057962836851694
4916,Deborah Perry,48,Medium,365,324,912,15291.241147523011,16.766711784564706,693,1.2025694559098665,1193.0697017411358,0,5,Rural,25.885620573761507
4917,Jose Hawkins,53,Medium,261,351,3073,20951.747822454447,6.818011006330767,612,0.611208394251004,3539.2867470363244,0,1,Urban,71.93587391122722
4918,James Fleming,65,Medium,365,334,2269,36477.68149986539,12.412536721754673,826,1.2335437389496715,932.5380703140594,1,3,Suburban,59.46202291083068
4919,Jessica Ortiz,34,Low,1,116,720,21933.46350244928,30.46314375340178,96,0.6762462718251372,2854.418413611741,0,0,Urban,25.36673175122464
4920,Edward Simon,27,Medium,365,364,3040,20400.419337062198,5.181235424448636,976,1.5951860137957665,4850.373464301991,1,3,Suburban,68.67547784516194
4921,David Wolfe,41,Low,365,303,1793,50000.0,27.88622420524261,696,1.9773763271804854,3137.789254142679,0,5,Suburban,60.86
4922,Brandon Cochran,51,Medium,32,279,1285,19062.622786454645,11.453740559402656,311,1.4016868579903667,468.44446452571,1,2,Rural,33.059028309416206
4923,Carol Moody,63,Low,169,344,100,2819.7566674178433,28.197566674178432,513,1.7252307512405998,298.7541222795544,0,2,Suburban,3.409878333708922
4924,Anthony Sharp,36,Low,112,100,100,64759.30647685907,500.0,212,1.156268953892685,2375.782733866579,1,5,Urban,27.0
4925,Daniel Gray,22,Low,1,322,3181,50000.0,15.718327569946558,66,0.9705889741674861,4485.458174747281,0,0,Urban,88.62
4926,Michelle Wise,42,Medium,77,113,100,50000.0,500.0,190,1.6491648651871338,4153.53917245645,0,0,Rural,27.0
4927,Emily Martinez MD,58,Medium,362,300,100,15019.411326416679,115.96334290410968,662,0.9972741463557441,2450.601035988892,1,0,Suburban,7.798167145205484
4928,Mr. Joel Carter,26,Low,31,32,100,31736.51243935378,245.034375489293,63,0.8254751962556397,4428.673420102835,1,4,Suburban,14.251718774464651
4929,John Rosales,18,Low,365,143,1861,28469.792476170936,11.81151874539818,981,0.5032161264815427,293.4804232985904,1,4,Suburban,48.210618192593
4930,Susan Shaw,38,Medium,1,192,100,19051.56750272115,190.5156750272115,38,1.1094504185228244,3250.1238626032787,0,2,Urban,11.525783751360576
4931,Michelle Long,49,Medium,365,232,100,34929.384557768695,269.6862154495916,906,1.5861923687027195,639.9166830167879,1,5,Urban,15.48431077247958
4932,Edward Watson,34,Medium,1,319,598,28366.571891040127,36.62465020774906,303,1.4787973999073403,2784.8848563128086,1,0,Rural,22.91077041211697
4933,Elizabeth Green,29,Low,259,187,100,51420.41005269262,397.0117412473145,446,1.3821392593211528,4217.777818810935,1,2,Rural,21.850587062365726
4934,Matthew Shaffer,26,High,198,321,1082,16068.368372137684,14.850617719166067,519,1.0272153002274096,4175.003579907722,0,3,Rural,29.674184186068842
4935,Lisa Kennedy,49,Medium,365,121,100,8010.476899866297,61.84807509271845,533,0.5640166841896275,1543.5395196114998,1,2,Suburban,5.092403754635923
4936,Monica Nguyen,26,Medium,1,125,1909,4299.770891838566,1.739030512762972,118,0.7730941091023289,3087.2677063671695,1,1,Suburban,39.83990462443226
4937,Leroy Herrera,29,Low,365,137,3188,12582.904912239794,3.946958880878229,591,1.2356570024837443,2659.795205806066,0,3,Suburban,70.05145245611989
4938,Allison Woods,55,High,248,271,1113,7963.19136874476,5.5240780170664845,519,1.4420372510280575,283.8100344147035,1,1,Rural,25.3341494164975
4939,Joe Cantu,25,Low,224,157,801,4045.457139537903,3.899445935902501,381,1.0176767431796505,3373.089939658987,1,5,Rural,17.581728097328952
4940,Wendy Romero,49,Medium,1,306,1645,49920.4689368169,23.430446740568758,124,1.7411264990854294,3535.70011045815,1,3,Suburban,52.171542444117804
4941,Joan Richardson,56,Medium,318,209,1473,18134.35192804153,9.505328008969228,527,0.6886344676736501,1270.7489045166415,1,2,Urban,36.460674078605834
4942,Douglas Harmon,41,Low,1,289,1246,50000.0,40.12841091492777,155,0.636501200574682,4734.121351994655,0,2,Suburban,49.92
4943,David Klein,52,Low,54,206,2929,50000.0,17.070672584499828,260,1.8276987477344715,2583.8084758794535,0,4,Urban,83.58
4944,Ryan Lee,41,Low,1,280,2081,64759.30647685907,24.02691013935608,210,0.9443936500577547,1422.5712751008182,1,2,Urban,66.62
4945,Susan Patterson,38,Low,1,115,276,2235.3452953773726,8.099077157164393,51,0.8705974225205988,3857.883575531755,0,2,Rural,6.637672647688687
4946,Katelyn Mendez,30,Medium,365,120,100,50000.0,500.0,531,0.6510390605882019,651.0747205512909,0,3,Rural,27.0
4947,Amy Baker,43,High,365,184,100,15673.19605532517,156.7319605532517,763,0.6146897461053775,4694.804190668711,0,4,Urban,9.836598027662586
4948,Stephen Lewis,43,Medium,349,347,100,31200.17646445041,312.00176464450414,696,0.9637862866946878,2143.6716896353437,0,0,Suburban,17.600088232225207
4949,Erica Taylor,64,High,45,195,2673,50000.0,18.705574261129815,240,1.6855502003981007,267.68849983365067,0,3,Suburban,78.46000000000001
4950,Jessica Harris,48,Low,365,134,2931,20572.230658102828,5.4191775704064735,501,1.7006255312411982,2162.232586916955,1,3,Rural,66.56180472943069
